n,avgIfdsExposureTime,,make,model,logValues,modelName,makeName
139#2773,0.115741,0.000115741,139,2773,-0.93651277,ION230F/WVER2003.09.09,Polaroid
97#4173,0.125,0.000125,97,4173,-0.903089987,5MP-9P8,CAMERA
73#3243,0.15625,0.00015625,73,3243,-0.806179974,CaplioRR530,RICOH
248#1270,0.162999,0.000162999,248,1270,-0.78781506,DSC,DXGCompany
316#4124,0.182,0.000182,316,4124,-0.739928612,OmegaHD2,CherryMobile
10#3655,0.183993,0.000183993,10,3655,-0.735198699,E7-00poweredbyCameraPro,Nokia
33#3419,0.187161,0.000187161,33,3419,-0.727784643,W302,SonyEricsson
15#2559,0.209574,0.000209574,15,2559,-0.678662597,HTCDesireV,HTC
216#2622,0.225343,0.000225343,216,2622,-0.647155928,CI6330,AcerCorporation
31#3938,0.230415,0.000230415,31,3938,-0.637489252,QV-3500EX,CASIO
16#4256,0.232072,0.000232072,16,4256,-0.634377255,LG-P925,LGElectronics
207#2028,0.232992,0.000232992,207,2028,-0.632658991,LG-P940,LGElectronics=
95#3179,0.23459,0.00023459,95,3179,-0.629690505,DCC420,BenQ
91#3146,0.243013,0.000243013,91,3146,-0.614370493,F900iC,DoCoMo
86#3804,0.25,0.00025,86,3804,-0.602059991,940SH,SHARP
10#3870,0.258799,0.000258799,10,3870,-0.587037406,603,Nokia
39#2923,0.270683,0.000270683,39,2923,-0.567539019,HPPhotoSmartR725(V01.00)d,Hewlett-Packard
109#4236,0.275801,0.000275801,109,4236,-0.559404163,Rise,KYOCERA
210#2548,0.278881,0.000278881,210,2548,-0.554581073,JY-G4,JIAYU
143#286,0.285,0.000285,143,286,-0.54515514,DV,CEC
59#564,0.286112,0.000286112,59,564,-0.543463927,1210KPOWERC@MOPTICALZOOM,TRUST
97#3206,0.287274,0.000287274,97,3206,-0.541703678,4MP-9T2,CAMERA
236#2866,0.3,0.0003,236,2866,-0.522878745,Cameras,DSCimg
19#4209,0.3,0.0003,19,4209,-0.522878745,XT918,Motorola
126#3965,0.301568,0.000301568,126,3965,-0.520614744,AMOI_N820,AMOI
5#3630,0.310078,0.000310078,5,3630,-0.508529046,GT-I9000B,SAMSUNG
5#3740,0.310174,0.000310174,5,3740,-0.508394609,GT-S8500T,SAMSUNG
268#3283,0.3125,0.0003125,268,3283,-0.505149978,DV5100,DV5100M
302#3848,0.3125,0.0003125,302,3848,-0.505149978,LG-P925e,LGElectronicse
86#2578,0.321339,0.000321339,86,2578,-0.493036562,935SH,SHARP
39#3137,0.324915,0.000324915,39,3137,-0.488230239,HPPhotoSmartR818(V01.00)+,Hewlett-Packard
57#2708,0.326097,0.000326097,57,2708,-0.486653197,CE-5330,acer
67#3641,0.326731,0.000326731,67,3641,-0.485809658,XS400,Traveler
19#3512,0.333,0.000333,19,3512,-0.477555766,DROIDX61940001fff80000015a9c,Motorola
19#3547,0.333,0.000333,19,3547,-0.477555766,DROID22f7e0001fff80000015d80,Motorola
19#3548,0.333,0.000333,19,3548,-0.477555766,MotoroiX24740022ffd80000015f,Motorola
19#3564,0.333,0.000333,19,3564,-0.477555766,DROID2GLOBAL00080001ffd8000,Motorola
152#4273,0.333333,0.000333333,152,4273,-0.477121689,F-10D,Fujitsu
19#3601,0.333333,0.000333333,19,3601,-0.477121689,DROID2GLOBAL22280001ffd8000,Motorola
19#3610,0.333333,0.000333333,19,3610,-0.477121689,DROIDX75280001ffd800000a3a9d,Motorola
19#3643,0.333333,0.000333333,19,3643,-0.477121689,MotoA95373020002ffd80000015f,Motorola
19#3644,0.333333,0.000333333,19,3644,-0.477121689,DROIDX402a0001ffd80000015d6d,Motorola
19#3703,0.333333,0.000333333,19,3703,-0.477121689,MB52558900002ffdc00000163c00,Motorola
19#3709,0.333333,0.000333333,19,3709,-0.477121689,DROIDPRO11960021ffd80000015,Motorola
19#3969,0.333333,0.000333333,19,3969,-0.477121689,DROIDX32ec0021ffd800000a3a92,Motorola
19#4208,0.333333,0.000333333,19,4208,-0.477121689,DROIDX28b80001ffd80000015ed9,Motorola
19#4224,0.333333,0.000333333,19,4224,-0.477121689,MB52563ee0002ffdc00000168021,Motorola
240#4127,0.333333,0.000333333,240,4127,-0.477121689,5LF-SF,Mustek
19#4321,0.334001,0.000334001,19,4321,-0.476252233,MilestoneX2,Motorola
85#856,0.348353,0.000348353,85,856,-0.457980445,DROIDRAZRs,motorolam
312#4040,0.348683,0.000348683,312,4040,-0.457569226,tinnomodel,tinnomake
5#344,0.355144,0.000355144,5,344,-0.449595518,GT-I8200,SAMSUNG
10#3679,0.359971,0.000359971,10,3679,-0.443732485,C7-00.1,Nokia
19#851,0.362319,0.000362319,19,851,-0.440908891,DROIDRAZR=,Motorola
19#853,0.362319,0.000362319,19,853,-0.440908891,DROIDRAZRP,Motorola
81#848,0.363372,0.000363372,81,848,-0.439648541,DROIDRAZRo,motorola1
104#1331,0.364,0.000364,104,1331,-0.438898616,VIBEX2,Lenovo
5#4266,0.364,0.000364,5,4266,-0.438898616,GT-I9080L,SAMSUNG
86#3587,0.364,0.000364,86,3587,-0.438898616,IS03,SHARP
5#3844,0.372,0.000372,5,3844,-0.42945706,SCH-I400,SAMSUNG
5#2535,0.376599,0.000376599,5,2535,-0.424120838,GT-S8000H,SAMSUNG
137#3491,0.38,0.00038,137,3491,-0.420216403,RevioC2,Konica
5#3665,0.386997,0.000386997,5,3665,-0.412292402,SGH-T959D,SAMSUNG
96#1631,0.392795,0.000392795,96,1631,-0.405834049,KonicaDigitalCameraKD-500Z,KonicaCorporation
78#2538,0.393523,0.000393523,78,2538,-0.40502988,Z008D,ASUS
23#4253,0.396983,0.000396983,23,4253,-0.401228091,V401D,Vodafone
14#40,0.4,0.0004,14,40,-0.397940009,CanonPowerShotSD1000,Canon
19#3697,0.4,0.0004,19,3697,-0.397940009,DROID2GLOBAL3b7e0001ffd8000,Motorola
83#854,0.400634,0.000400634,83,854,-0.397252197,DROIDRAZRt,motorolae
278#3383,0.40783,0.00040783,278,3383,-0.389520831,TRENDV2,MIRAGETREN
14#2860,0.408213,0.000408213,14,2860,-0.389113169,CanonELURA90,Canon
16#3724,0.412246,0.000412246,16,3724,-0.38484355,LG-P999,LGElectronics
58#554,0.413168,0.000413168,58,554,-0.383873322,TegraCamera,NVIDIA
15#2088,0.420176,0.000420176,15,2088,-0.376568758,HTC_One_max,HTC
153#3090,0.423,0.000423,153,3090,-0.373659633,E850,GeneralImagingCo.
5#2563,0.432,0.000432,5,2563,-0.364516253,GT-I9152,SAMSUNG
15#2581,0.440141,0.000440141,15,2581,-0.356408174,HTC6990LVW,HTC
9#770,0.442337,0.000442337,9,770,-0.354246732,FE220X785,OLYMPUSIMAGINGCORP.
15#4254,0.45,0.00045,15,4254,-0.346787486,One,HTC
18#3619,0.451295,0.000451295,18,3619,-0.345539478,KODAKEASYSHAREC183Digital,EASTMANKODAKCOMPANY
33#3433,0.472289,0.000472289,33,3433,-0.325792169,U5i,SonyEricsson
19#3833,0.474782,0.000474782,19,3833,-0.323505754,DROIDPro,Motorola
19#3972,0.47485,0.00047485,19,3972,-0.323443558,XT890,Motorola
18#209,0.484966,0.000484966,18,209,-0.314288708,KODAKDX7590ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
14#3175,0.488,0.000488,14,3175,-0.311580178,CanonDC22,Canon
18#2402,0.488043,0.000488043,18,2402,-0.311541912,KODAKEASYSHAREM341Digital,EASTMANKODAKCOMPANY
19#3693,0.488281,0.000488281,19,3693,-0.311330175,DROID26eea0001fff80000015d67,Motorola
19#4193,0.488281,0.000488281,19,4193,-0.311330175,DROID2504e0001fff80000015d95,Motorola
51#3327,0.488998,0.000488998,51,3327,-0.310692917,6MP-9FS,DigitalCamera
5#3935,0.489853,0.000489853,5,3935,-0.309934228,GalaxyX,SAMSUNG
14#2863,0.491159,0.000491159,14,2863,-0.308777894,CanonELURA50,Canon
5#4003,0.491642,0.000491642,5,4003,-0.308351023,SGH-I927,SAMSUNG
73#3100,0.493827,0.000493827,73,3100,-0.306425169,CaplioRR770,RICOH
19#3885,0.495141,0.000495141,19,3885,-0.305271111,MB525047c0001ffd800000a3aac9,Motorola
75#3208,0.497979,0.000497979,75,3208,-0.302788971,ViviCam6324,Vivitar
19#4042,0.5,0.0005,19,4042,-0.301029996,DROID_RAZR_HD,Motorola
75#2600,0.5,0.0005,75,2600,-0.301029996,VIVICAM5340S,Vivitar
212#2553,0.502008,0.000502008,212,2553,-0.299289362,AL730,Altek
19#4009,0.502008,0.000502008,19,4009,-0.299289362,MB6114c3c0001ffd80000015ed13,Motorola
208#2511,0.519888,0.000519888,208,2511,-0.284090207,LG-P940u,LGElectronicsp
39#2625,0.52622,0.00052622,39,2625,-0.27883265,HPPhotoSmartR727(V01.00)+,Hewlett-Packard
97#3420,0.529661,0.000529661,97,3420,-0.276002004,7MP-9GA,CAMERA
9#3215,0.531999,0.000531999,9,3215,-0.274089184,FE15X10,OLYMPUSIMAGINGCORP.
10#3743,0.535619,0.000535619,10,3743,-0.271144026,N8-00poweredbyShutterPro,Nokia
20#4002,0.555,0.000555,20,4002,-0.255707017,Blackberry10DevAlpha,ResearchInMotion
26#133,0.555,0.000555,26,133,-0.255707017,<DigimaxS500/KenoxS500/,SamsungTechwin
122#1394,0.570847,0.000570847,122,1394,-0.243480277,S9311,Tinno
14#4170,0.581,0.000581,14,4170,-0.235823868,CanonMVX350i,Canon
10#342,0.596917,0.000596917,10,342,-0.224086052,C6-01,Nokia
298#3753,0.597075,0.000597075,298,3753,-0.223971113,DVR850W,ZoranCorporation
19#852,0.597703,0.000597703,19,852,-0.223514564,DROIDRAZRe,Motorola
11#2976,0.598733,0.000598733,11,2976,-0.222766804,PENTAXOptioE10,PENTAXCorporation
14#3003,0.606778,0.000606778,14,3003,-0.216970174,CanonMV730i,Canon
16#1705,0.614333,0.000614333,16,1705,-0.211596155,LG-E610,LGElectronics
64#3104,0.615,0.000615,64,3104,-0.211124884,VIVICAM-4345,ViviCam
19#1343,0.622724,0.000622724,19,1343,-0.205704396,MB525,Motorola
14#626,0.625,0.000625,14,626,-0.204119983,CanonPowerShotSD800IS,Canon
14#3153,0.625,0.000625,14,3153,-0.204119983,CanonOPTURA50,Canon
31#379,0.625,0.000625,31,379,-0.204119983,QV-3EX,CASIO
39#2871,0.625,0.000625,39,2871,-0.204119983,HPPhotoSmartR717(V01.00)d,Hewlett-Packard
39#3098,0.625,0.000625,39,3098,-0.204119983,HPPhotoSmartR507(V01.00)d,Hewlett-Packard
19#3707,0.625,0.000625,19,3707,-0.204119983,DROIDX00260000fff80000015a93,Motorola
19#3955,0.625,0.000625,19,3955,-0.204119983,A95340580002ffdc000001681263,Motorola
5#4090,0.625,0.000625,5,4090,-0.204119983,SHW-M110S,SAMSUNG
97#2880,0.627202,0.000627202,97,2880,-0.202592565,5MP-9X9,CAMERA
78#3985,0.62986,0.00062986,78,3985,-0.200755971,ASUSTransformerPadTF700T,ASUS
14#3662,0.633,0.000633,14,3662,-0.19859629,CanonELURA70,Canon
14#2882,0.634364,0.000634364,14,2882,-0.197661471,CanonZR400,Canon
19#3524,0.638,0.000638,19,3524,-0.195179321,DROID2049a0001fff80000015da4,Motorola
19#3932,0.65,0.00065,19,3932,-0.187086643,MilestoneX,Motorola
15#4232,0.66163,0.00066163,15,4232,-0.179384811,HTC6500LVW,HTC
14#3123,0.664,0.000664,14,3123,-0.177831921,CanonZR300,Canon
31#2895,0.697116,0.000697116,31,2895,-0.156694949,QV-2800UX,CASIO
10#2573,0.703203,0.000703203,10,2573,-0.152919285,Lumia1320,Nokia
96#2314,0.70925,0.00070925,96,2314,-0.149200656,KonicaDigitalCameraKD-310Z,KonicaCorporation
97#3241,0.713004,0.000713004,97,3241,-0.146908034,7MP-9GN,CAMERA
4#2750,0.713369,0.000713369,4,2750,-0.146685767,PV-SD4090,Panasonic
10#4051,0.71375,0.00071375,10,4051,-0.146453879,808,Nokia
1#1998,0.721117,0.000721117,1,1998,-0.141994266,LG-P970h,LGE
63#1445,0.736085,0.000736085,63,1445,-0.133072032,U8860,HUAWEI
41#2785,0.742345,0.000742345,41,2785,-0.129394212,DiMAGEE500,KONICAMINOLTA
52#1101,0.744332,0.000744332,52,1101,-0.12823331,DigitalCam,DIGITAL
39#2307,0.746146,0.000746146,39,2307,-0.127176185,HPPhotoSmartC945(V01.54),Hewlett-Packard
14#3220,0.76,0.00076,14,3220,-0.119186408,CanonDC20,Canon
5#3553,0.771309,0.000771309,5,3553,-0.112771601,SCH-I500,SAMSUNG
18#3566,0.77881,0.00077881,18,3566,-0.108568481,KODAKEASYSHAREM550Digital,EASTMANKODAKCOMPANY
5#3535,0.795482,0.000795482,5,3535,-0.099369643,GT-S8500L,SAMSUNG
75#3476,0.795559,0.000795559,75,3476,-0.099327607,ViviCam5388,Vivitar
16#527,0.796543,0.000796543,16,527,-0.098790775,LG-SU540,LGElectronics
14#3255,0.799297,0.000799297,14,3255,-0.097291817,CanonDC40,Canon
14#2772,0.8,0.0008,14,2772,-0.096910013,CanonMV630i,Canon
5#4146,0.8,0.0008,5,4146,-0.096910013,S8003,SAMSUNG
5#744,0.833,0.000833,5,744,-0.079354999,GT-I8700,SAMSUNG
10#1353,0.838695,0.000838695,10,1353,-0.076395946,5233,Nokia
158#1806,0.84408,0.00084408,158,1806,-0.07361639,Camera,.
95#2730,0.846608,0.000846608,95,2730,-0.072317632,DCC520,BenQ
92#2764,0.851,0.000851,92,2764,-0.07007044,A5404S,KDDI-SN
39#1620,0.866,0.000866,39,1620,-0.062482108,HPPhotoSmartC935(V03.75),Hewlett-Packard
14#2877,0.875376,0.000875376,14,2877,-0.057805365,CanonELURA100,Canon
19#4246,0.89,0.00089,19,4246,-0.050609993,XT920,Motorola
39#2929,0.900736,0.000900736,39,2929,-0.045402479,HPPhotosmartM22(V01.00)d.,Hewlett-Packard
8#801,0.909319,0.000909319,8,801,-0.041283734,E2000,Nikon
14#4159,0.910249,0.000910249,14,4159,-0.04083979,CanonZR950,Canon
19#3500,0.913,0.000913,19,3500,-0.039529222,DROIDX2d700000fff00000015a6e,Motorola
19#4261,0.915164,0.000915164,19,4261,-0.038501072,MotoroiX123c0002ffd80000015f,Motorola
14#2995,0.92,0.00092,14,2995,-0.036212173,CanonZR85,Canon
14#3329,0.926,0.000926,14,3329,-0.033389013,CanonOPTURA200MC,Canon
86#1536,0.943789,0.000943789,86,1536,-0.025125089,SH1810C,SHARP
38#2637,0.973432,0.000973432,38,2637,-0.011694381,DiMAGEE223,MinoltaCo.Ltd.
95#3417,0.997432,0.000997432,95,3417,-0.001116703,DCE520,BenQ
5#403,1,0.001,5,403,0,SAMSUNG,SAMSUNG
289#3552,1,0.001,289,3552,0,KATANAEclipseX,Sprint
22#1702,1.00821,0.00100821,22,1702,0.003551001,Aquaris5HD,bq
5#3529,1.029627,0.001029627,5,3529,0.012679923,SPH-D700,SAMSUNG
16#528,1.044847,0.001044847,16,528,0.0190527,LG-SU870,LGElectronics
39#3083,1.056402,0.001056402,39,3083,0.023829215,HPPhotosmartM440,Hewlett-Packard
79#3461,1.088028,0.001088028,79,3461,0.036640072,DC-6900,Supra
261#3231,1.10663,0.00110663,261,3231,0.044002439,7MCCDCAMERA,PolaroidA700
97#3209,1.108667,0.001108667,97,3209,0.044801121,6MP9W4,CAMERA
5#1576,1.108727,0.001108727,5,1576,0.044824624,SC-02B,SAMSUNG
145#4059,1.111111,0.001111111,145,4059,0.045757447,BlackBerryDevAlpha,BlackBerry
25#1201,1.114647,0.001114647,25,1201,0.047137351,DigimaxA402,SAMSUNGTECHWINCO.LTD.
16#1337,1.12142,0.00112142,16,1337,0.049768297,LG-P765,LGElectronics
10#938,1.121504,0.001121504,10,938,0.049800827,808PureView,Nokia
19#2478,1.130932,0.001130932,19,2478,0.053436493,MB5250caa0002ffd80000016099c,Motorola
18#2215,1.138693,0.001138693,18,2215,0.056406651,KODAKDX4330DIGITALCAMERA,EASTMANKODAKCOMPANY
30#722,1.151477,0.001151477,30,722,0.061255268,C160D395,OLYMPUSCORPORATION
26#805,1.152628,0.001152628,26,805,0.061689165,DigimaxA400,SamsungTechwin
39#2741,1.159455,0.001159455,39,2741,0.064253898,HPPhotoSmartR507(V01.00),Hewlett-Packard
14#145,1.17,0.00117,14,145,0.068185862,NIKOND200,Canon
19#3823,1.173985,0.001173985,19,3823,0.069662548,MB52501580002ffdc00000167f93,Motorola
4#2761,1.198964,0.001198964,4,2761,0.078806143,DMC-LC5,Panasonic
163#1881,1.216427,0.001216427,163,1881,0.085086051,DCZ5.5,PENTACON
18#1619,1.218401,0.001218401,18,1619,0.085790247,KODAKEASYSHAREM575Digital,EASTMANKODAKCOMPANY
183#3867,1.232742,0.001232742,183,3867,0.090872193,KODAKMiniVideoCameraZm1,EastmanKodak
14#75,1.272103,0.001272103,14,75,0.104522277,DSC-P10,Canon
51#2925,1.277,0.001277,51,2925,0.106190897,6MP-9FW,DigitalCamera
5#593,1.285018,0.001285018,5,593,0.108909211,Digimax200,SAMSUNG
14#3245,1.2875,0.0012875,14,3245,0.109747238,CanonELURA65,Canon
54#1661,1.287942,0.001287942,54,1661,0.109896306,OptioE85,PENTAX
75#3141,1.292457,0.001292457,75,3141,0.111416103,ViviCam6320,Vivitar
24#3811,1.295,0.001295,24,3811,0.112269768,FinePixS2960,FUJIFILM
5#3660,1.299466,0.001299466,5,3660,0.113764921,SGH-i896,SAMSUNG
26#2980,1.3,0.0013,26,2980,0.113943352,DigimaxL55W/KenoxX15WIDE,SamsungTechwin
29#152,1.303795,0.001303795,29,152,0.115209311,LG-P920p,LGElectronicsa
18#335,1.304398,0.001304398,18,335,0.115410124,KODAKDC290ZoomDigitalCame,EASTMANKODAKCOMPANY
4#1526,1.308387,0.001308387,4,1526,0.11673622,DMC-G10,Panasonic
4#2106,1.310064,0.001310064,4,2106,0.117292513,DMC-LC20,Panasonic
153#2041,1.31168,0.00131168,153,2041,0.117827897,A1200,GeneralImagingCo.
5#3502,1.314349,0.001314349,5,3502,0.118710699,SGH-T959,SAMSUNG
87#2798,1.317191,0.001317191,87,2798,0.119648755,L-500V,SEIKOEPSONCORP.
62#2991,1.318184,0.001318184,62,2991,0.119976036,Digilux1,LEICA
4#3930,1.32,0.00132,4,3930,0.120573931,DMC-TS10,Panasonic
10#1156,1.320518,0.001320518,10,1156,0.120744325,N93,Nokia
62#1992,1.333333,0.001333333,62,1992,0.124938628,V-LUX3,LEICA
62#4267,1.333333,0.001333333,62,4267,0.124938628,V-LUX30,LEICA
7#2853,1.334223,0.001334223,7,2853,0.125228423,DSC-U50,Sony
139#3231,1.339852,0.001339852,139,3231,0.127056829,7MCCDCAMERA,Polaroid
74#3188,1.353014,0.001353014,74,3188,0.13130229,C40,SANYOElectricCo.Ltd.
8#3713,1.354,0.001354,8,3713,0.131618664,COOLPIXS4100,Nikon
18#1860,1.355941,0.001355941,18,1860,0.132240793,KODAKEASYSHAREM340Digital,EASTMANKODAKCOMPANY
8#4275,1.356116,0.001356116,8,4275,0.13229684,COOLPIXS5200,Nikon
39#3041,1.356715,0.001356715,39,3041,0.132488627,HPPhotosmartM540,Hewlett-Packard
35#237,1.361328,0.001361328,35,237,0.133962777,X450D535ZC370Z,OLYMPUS_IMAGING_CORP.
9#3440,1.367054,0.001367054,9,3440,0.13578567,FE5000X905,OLYMPUSIMAGINGCORP.
39#551,1.368561,0.001368561,39,551,0.13626416,HPPhotosmartM22(V01.00)+,Hewlett-Packard
75#3222,1.368688,0.001368688,75,3222,0.13630446,ViviCam3765,Vivitar
9#935,1.369863,0.001369863,9,935,0.136677136,FE4010X930,OLYMPUSIMAGINGCORP.
195#2325,1.380119,0.001380119,195,2325,0.139916535,ALCATELONETOUCH6040D,TCT
24#2395,1.38233,0.00138233,24,2395,0.140611733,FinePixF72EXR,FUJIFILM
16#3937,1.390476,0.001390476,16,3937,0.143163497,LG-LG855,LGElectronics
31#3414,1.426574,0.001426574,31,3414,0.154294305,QV-2400UX,CASIO
24#3706,1.428416,0.001428416,24,3706,0.154854706,FinePixS2750HD,FUJIFILM
39#2344,1.430741,0.001430741,39,2344,0.155561023,hpphotosmart733,Hewlett-Packard
10#1715,1.442245,0.001442245,10,1715,0.159039042,500,Nokia
10#2025,1.454613,0.001454613,10,2025,0.162747465,N91,Nokia
118#1340,1.459,0.001459,118,1340,0.164055292,W121,MICROMAX
17#2653,1.46215,0.00146215,17,2653,0.164991929,C150D390,OLYMPUSOPTICALCO.LTD
96#1025,1.465519,0.001465519,96,1025,0.165991453,KonicaDigitalCameraKD-400Z,KonicaCorporation
18#1247,1.473114,0.001473114,18,1247,0.168236357,KODAKEASYSHAREM863DIGITAL,EASTMANKODAKCOMPANY
97#2844,1.474204,0.001474204,97,2844,0.168557585,8MP-9U4,CAMERA
18#1909,1.477584,0.001477584,18,1909,0.16955218,KODAKDIGITALSCIENCEDC260(,EASTMANKODAKCOMPANY
14#2322,1.482899,0.001482899,14,2322,0.171111572,CanonMVX4i,Canon
139#2365,1.489762,0.001489762,139,2365,0.173116892,5MPDigitalCamera,Polaroid
19#2472,1.491717,0.001491717,19,2472,0.173686439,XT1056,Motorola
10#1359,1.507738,0.001507738,10,1359,0.178325881,C6-00,Nokia
24#3438,1.511171,0.001511171,24,3438,0.179313611,FinePixZ200fd,FUJIFILM
18#2064,1.511827,0.001511827,18,2064,0.179502097,KODAKEASYSHAREC143Digital,EASTMANKODAKCOMPANY
10#20,1.529796,0.001529796,10,20,0.184633521,E52-1,Nokia
39#2518,1.53054,0.00153054,39,2518,0.184844684,HPPhotoSmartC850(V05.42),Hewlett-Packard
10#1720,1.530667,0.001530667,10,1720,0.184880719,9999,Nokia
19#3945,1.533262,0.001533262,19,3945,0.185616372,MB6125cfc0001ffd900000a3ab18,Motorola
18#1557,1.533438,0.001533438,18,1557,0.185666221,KODAKZ760ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
39#2689,1.546483,0.001546483,39,2689,0.18934515,HPPhotoSmartC945(V01.61),Hewlett-Packard
39#3078,1.552872,0.001552872,39,3078,0.191135659,HPPhotoSmartC945(V01.46),Hewlett-Packard
25#596,1.555447,0.001555447,25,596,0.191855218,DigimaxA502,SAMSUNGTECHWINCO.LTD.
5#2905,1.5625,0.0015625,5,2905,0.193820026,Digimax301,SAMSUNG
74#3377,1.5625,0.0015625,74,3377,0.193820026,FH1,SANYOElectricCo.Ltd.
16#1332,1.567971,0.001567971,16,1332,0.195338026,LG-E612,LGElectronics
63#3954,1.569623,0.001569623,63,3954,0.195795354,U9200,HUAWEI
294#3696,1.57,0.00157,294,3696,0.195899652,DVC2,DVC
11#2854,1.573784,0.001573784,11,2854,0.196945126,PENTAXOptio50,PENTAXCorporation
16#1335,1.574451,0.001574451,16,1335,0.197129149,LG-P705,LGElectronics
75#2919,1.574737,0.001574737,75,2919,0.197208032,ViviCam6300,Vivitar
8#1709,1.575514,0.001575514,8,1709,0.197422267,E8400,Nikon
95#3443,1.58,0.00158,95,3443,0.198657087,DCC630,BenQ
14#3190,1.580048,0.001580048,14,3190,0.198670281,CanonDC10,Canon
4#1457,1.590155,0.001590155,4,1457,0.201439459,DMC-FS14,Panasonic
7#1386,1.612286,0.001612286,7,1386,0.207442083,C2305,Sony
48#2270,1.613047,0.001613047,48,2270,0.207647022,EX-ZS15,CASIOCOMPUTERCO.LTD.
39#2604,1.633704,0.001633704,39,2604,0.213173372,HPPhotoSmartR717(V01.00)+,Hewlett-Packard
8#2292,1.64,0.00164,8,2292,0.214843848,COOLPIXL27,Nikon
8#386,1.644166,0.001644166,8,386,0.215945663,COOLPIXP600,Nikon
9#398,1.650447,0.001650447,9,398,0.217601583,FE210X775,OLYMPUSIMAGINGCORP.
39#1480,1.655348,0.001655348,39,1480,0.218889308,HPPhotoSmartR725(V01.00),Hewlett-Packard
18#1302,1.657432,0.001657432,18,1302,0.21943572,KODAKEASYSHAREC195Digital,EASTMANKODAKCOMPANY
16#1963,1.671524,0.001671524,16,1963,0.223112617,LG-SU660,LGElectronics
19#3589,1.675115,0.001675115,19,3589,0.224044628,DROID2GLOBAL020c0021ffd8000,Motorola
39#2828,1.697294,0.001697294,39,2828,0.229757076,HPPhotoSmartC945(V01.60),Hewlett-Packard
92#2712,1.697715,0.001697715,92,2712,0.229864786,W21S,KDDI-SN
24#2232,1.70573,0.00170573,24,2232,0.231910288,FinePixS2500HD,FUJIFILM
19#4025,1.712795,0.001712795,19,4025,0.233705386,XT907,Motorola
9#2672,1.717732,0.001717732,9,2672,0.234955406,X600D630FE5500,OLYMPUSIMAGINGCORP.
321#4204,1.721503,0.001721503,321,4204,0.235907784,Primo-X2,WALTON
18#2294,1.732249,0.001732249,18,2294,0.238610319,KODAKEASYSHAREC713ZOOMDIG,EASTMANKODAKCOMPANY
8#1221,1.751562,0.001751562,8,1221,0.243425515,COOLPIXS3,Nikon
160#1830,1.752442,0.001752442,160,1830,0.243643653,524Z3DigitalCamera,YAKUMO
74#2736,1.76011,0.00176011,74,2736,0.24553981,S3,SANYOElectricCo.Ltd.
10#720,1.766741,0.001766741,10,720,0.247172888,N8-00,Nokia
95#2881,1.768528,0.001768528,95,2881,0.24761194,DCE600,BenQ
31#3139,1.78567,0.00178567,31,3139,0.251801202,QV-2000UX,CASIO
4#4190,1.81,0.00181,4,4190,0.257678575,HX-WA30,Panasonic
39#3051,1.8295,0.0018295,39,3051,0.262332414,HPPhotosmartE330,Hewlett-Packard
19#2046,1.833101,0.001833101,19,2046,0.263186394,DROID2GLOBAL1c080001ffd8000,Motorola
167#3810,1.836,0.001836,167,3810,0.263872677,DCC1220,BenQCorporation
219#2690,1.840265,0.001840265,219,2690,0.264880366,VC5200Z,5.2MPDigitalCAM
24#3457,1.854,0.001854,24,3457,0.26810973,FinePixJ27J28J29,FUJIFILM
24#3612,1.854256,0.001854256,24,3612,0.268169693,FinePixS2800HD,FUJIFILM
24#3645,1.854256,0.001854256,24,3645,0.268169693,FinePixAX245w,FUJIFILM
24#3783,1.855,0.001855,24,3783,0.268343914,FinePixAV200,FUJIFILM
24#3851,1.855,0.001855,24,3851,0.268343914,FinePixAX350,FUJIFILM
24#4103,1.856321,0.001856321,24,4103,0.268653078,FinePixXP170,FUJIFILM
8#452,1.857836,0.001857836,8,452,0.269007374,S1,Nikon
91#1574,1.86393,0.00186393,91,1574,0.270429598,SO-01B,DoCoMo
33#1377,1.866,0.001866,33,1377,0.270911639,LT26ii,SonyEricsson
121#3554,1.871473,0.001871473,121,3554,0.272183566,X10a,SEMC
4#1638,1.874063,0.001874063,4,1638,0.272784186,DMC-S3,Panasonic
4#2686,1.881,0.001881,4,2686,0.274388796,DMC-FX2,Panasonic
14#2654,1.883117,0.001883117,14,2654,0.274877304,DM-GL2,Canon
4#328,1.884304,0.001884304,4,328,0.27515097,DMC-LS3,Panasonic
4#3775,1.886,0.001886,4,3775,0.275541688,DMC-FH25,Panasonic
30#829,1.888,0.001888,30,829,0.27600199,X200D560ZC350Z,OLYMPUSCORPORATION
24#3297,1.897166,0.001897166,24,3297,0.278105333,A150,FUJIFILM
62#2630,1.900057,0.001900057,62,2630,0.27876663,D-LUX,LEICA
74#728,1.900837,0.001900837,74,728,0.278944877,HD1000,SANYOElectricCo.Ltd.
31#3060,1.903862,0.001903862,31,3060,0.279635466,QV-8000SX,CASIO
39#1521,1.907336,0.001907336,39,1521,0.280427206,HPPhotoSmartC945(V01.67),Hewlett-Packard
4#3866,1.91,0.00191,4,3866,0.281033367,DMC-S1,Panasonic
7#3572,1.915709,0.001915709,7,3572,0.28232954,DSC-H00,Sony
7#3676,1.916,0.001916,7,3676,0.282395505,DSC-W390,Sony
7#3988,1.918003,0.001918003,7,3988,0.282849282,DSC-W550,Sony
