n,avgQuality,make,model,logValues,modelName,makeName
20#473,89.995,20,473,1.954218381,BlackBerry9900,ResearchInMotion
20#1034,89.995,20,1034,1.954218381,BlackBerry8530,ResearchInMotion
20#1551,89.995,20,1551,1.954218381,BlackBerry9930,ResearchInMotion
20#1906,89.995,20,1906,1.954218381,BlackBerry9530,ResearchInMotion
20#3418,89.995,20,3418,1.954218381,BlackBerry9520,ResearchInMotion
20#3906,89.995,20,3906,1.954218381,BlackBerry9850,ResearchInMotion
73#2463,89.995,73,2463,1.954218381,CX2,RICOH
133#1490,89.995,133,1490,1.954218381,S100,S100
5#3912,89.995,5,3912,1.954218381,SGH-A847,SAMSUNG
5#4258,89.995,5,4258,1.954218381,GT-S5560,SAMSUNG
25#3446,89.995,25,3446,1.954218381,SamsungSL201,SAMSUNGTECHWINCO.LTD.
74#3410,89.995,74,3410,1.954218381,SX114,SANYOElectricCo.Ltd.
87#4327,89.995,87,4327,1.954218381,L-400,SEIKOEPSONCORP.
7#1385,89.995,7,1385,1.954218381,C1604,Sony
7#2833,89.995,7,2833,1.954218381,DCR-VX2000,Sony
7#3204,89.995,7,3204,1.954218381,DCR-DVD7E,Sony
7#3677,89.995,7,3677,1.954218381,PMBServiceUploader,Sony
33#1380,89.995,33,1380,1.954218381,MT27i,SonyEricsson
33#1383,89.995,33,1383,1.954218381,ST27i,SonyEricsson
33#3073,89.995,33,3073,1.954218381,K810iBundy,SonyEricsson
33#3433,89.995,33,3433,1.954218381,U5i,SonyEricsson
33#3585,89.995,33,3585,1.954218381,K700,SonyEricsson
289#3552,89.995,289,3552,1.954218381,KATANAEclipseX,Sprint
193#3068,89.995,193,3068,1.954218381,SidekickSlide,T-Mobile
156#3320,89.995,156,3320,1.954218381,911T,TOSHIBA
249#3093,89.995,249,3093,1.954218381,Vivicam3785,VivitarCorporation.
105#1130,89.995,105,1130,1.954218381,WM8850-12,WonderMedia
229#2876,89.995,229,2876,1.954218381,PDC3070FH,WWL
229#3212,89.995,229,3212,1.954218381,PDC3070,WWL
229#3730,89.995,229,3730,1.954218381,PDC2070,WWL
125#1400,89.995,125,1400,1.954218381,YUREKA,YU
314#4065,89.995,314,4065,1.954218381,5860E,YULONG
66#650,89.995,66,650,1.954218381,ZTEBlade2,ZTE
66#1032,89.995,66,1032,1.954218381,SanFranciscoII,ZTE
44#1270,89.995,44,1270,1.954218381,DSC,
26#2639,90.00221799,26,2639,1.954253212,<DigimaxS600/KenoxS600/,SamsungTechwin
18#1444,90.01775,18,1444,1.954328154,KODAKEASYSHAREC613ZOOMDIG,EASTMANKODAKCOMPANY
9#3024,90.02824324,9,3024,1.954378776,u725SWS725SW,OLYMPUSIMAGINGCORP.
30#2593,90.03441177,30,2593,1.954408531,C725UZ,OLYMPUSCORPORATION
7#781,90.03813726,7,781,1.954426502,CDMAVICA,Sony
32#1300,90.04083333,32,1300,1.954439506,QSS,NORITSUKOKI
73#2214,90.052,73,2214,1.954493363,CaplioR2,RICOH
73#2685,90.05333333,73,2685,1.954499793,CaplioR1,RICOH
54#3718,90.070625,54,3718,1.954583176,PENTAXOptioV20,PENTAX
235#2855,90.0825,235,2855,1.95464043,SC21000,SipixCorporation
5#4068,90.090625,5,4068,1.9546796,SAMSUNGWB100/SAMSUNGWB101,SAMSUNG
5#2091,90.09947368,5,2091,1.954722254,GT-I9001,SAMSUNG
24#2997,90.10083333,24,2997,1.954728808,FinePixA605,FUJIFILM
14#1265,90.10772727,14,1265,1.954762036,CanonEOS-1DMarkIV,Canon
9#489,90.12394231,9,489,1.954840181,E-M10,OLYMPUSIMAGINGCORP.
3#176,90.13,3,176,1.954869371,iPhone3GS,apple
14#810,90.14,14,810,1.954917554,CanonEOS60D,Canon
9#2196,90.14527778,9,2196,1.954942981,X500D590ZC470Z,OLYMPUSIMAGINGCORP.
14#1701,90.1465,14,1701,1.95494887,CanonPowerShotG6,Canon
136#2789,90.14934783,136,2789,1.954962589,GC-QX5,JVC
9#1059,90.149625,9,1059,1.954963925,E-410,OLYMPUSIMAGINGCORP.
5#1798,90.17111111,5,1798,1.955067421,GT-N7105,SAMSUNG
6#638,90.185,6,638,1.95513431,NIKOND800,Nikon Corporation
86#3815,90.2,86,3815,1.955206538,SX633,SHARP
14#1033,90.20555556,14,1033,1.955233286,CanonPowerShotSD300,Canon
14#1115,90.21571429,14,1115,1.955282192,CanonPowerShotSD850IS,Canon
24#2253,90.22152174,24,2253,1.955310148,FinePixM603,FUJIFILM
5#3242,90.22729412,5,3242,1.955337933,VLUUL100M100/SamsungL1,SAMSUNG
10#926,90.22833333,10,926,1.955342935,6288,Nokia
14#1922,90.231875,14,1922,1.955359982,CanonPowerShotS60,Canon
4#1172,90.235,4,1172,1.955375023,DMC-LC43,Panasonic
11#24,90.2375,11,24,1.955387055,PENTAXOptioS6,PENTAXCorporation
4#267,90.2465,4,267,1.955430368,DMC-LZ1,Panasonic
39#1480,90.25,39,1480,1.955447211,HPPhotoSmartR725(V01.00),Hewlett-Packard
39#2625,90.25,39,2625,1.955447211,HPPhotoSmartR727(V01.00)+,Hewlett-Packard
39#2923,90.25,39,2923,1.955447211,HPPhotoSmartR725(V01.00)d,Hewlett-Packard
39#3689,90.25,39,3689,1.955447211,HPPhotosmartM23(V01.00),Hewlett-Packard
24#1626,90.25484127,24,1626,1.955470507,FinePixS6500fd,FUJIFILM
24#2710,90.255,24,2710,1.955471271,FinePixA202,FUJIFILM
3#95,90.26071429,3,95,1.955498766,iPhone,apple
14#2208,90.2675,14,2208,1.955531415,CanonPowerShotA420,Canon
48#651,90.27166667,48,651,1.955551461,EX-Z33,CASIOCOMPUTERCO.LTD.
5#1970,90.275,5,1970,1.955567497,NX200,SAMSUNG
33#208,90.27521739,33,208,1.955568543,K850i,SonyEricsson
8#2519,90.27642857,8,2519,1.95557437,COOLPIXL25,Nikon
7#332,90.282,7,332,1.955601171,NEX-5T,Sony
139#2981,90.285,139,2981,1.955615602,i531,Polaroid
26#1642,90.28906098,26,1642,1.955635136,<KENOXS1050/SamsungS1050,SamsungTechwin
8#793,90.29263158,8,793,1.955652311,COOLPIXP7000,Nikon
74#2840,90.29666667,74,2840,1.955671718,S60,SANYOElectricCo.Ltd.
14#3306,90.2975,14,3306,1.955675726,CanonPowerShotA2100IS,Canon
39#2604,90.301,39,2604,1.95569256,HPPhotoSmartR717(V01.00)+,Hewlett-Packard
227#2813,90.305,227,2813,1.955711797,ConcordEye-Q3346z,ConcordCameraCorp.
92#3038,90.30833333,92,3038,1.955727827,W42S,KDDI-SN
14#166,90.31142857,14,166,1.955742712,CanonPowerShotS2IS,Canon
14#217,90.31590909,14,217,1.955764258,CanonPowerShotA510,Canon
17#2799,90.32363636,17,2799,1.955801414,C21,OLYMPUSOPTICALCO.LTD
39#2054,90.32666667,39,2054,1.955815984,HPPhotoSmartR607(V01.00)+,Hewlett-Packard
14#1100,90.32785714,14,1100,1.955821708,CanonPowerShotSD450,Canon
14#1120,90.33833333,14,1120,1.955872074,CanonDIGITALIXUS300,Canon
26#160,90.33878871,26,160,1.955874263,VLUUL200/SamsungL200,SamsungTechwin
19#1255,90.34,19,1255,1.955880086,EZXCamera,Motorola
33#3764,90.34,33,3764,1.955880086,W518a,SonyEricsson
73#2661,90.345,73,2661,1.955904122,CaplioRX,RICOH
24#2677,90.34785714,24,2677,1.955917856,FinePixA405,FUJIFILM
48#1732,90.35375,48,1732,1.955946182,EX-Z8,CASIOCOMPUTERCO.LTD.
7#1766,90.35861111,7,1766,1.955969547,DSC-P93A,Sony
5#3984,90.36083333,5,3984,1.955980227,ES90/ES91,SAMSUNG
24#2727,90.36852459,24,2727,1.956017192,FinePixA600,FUJIFILM
14#195,90.36916667,14,195,1.956020277,CanonPowerShotE1,Canon
9#2348,90.38625,9,2348,1.956102368,SZ-31MR,OLYMPUSIMAGINGCORP.
7#330,90.3971875,7,330,1.956154919,DSC-H9,Sony
139#4223,90.4,139,4223,1.95616843,t1455,Polaroid
8#794,90.40588235,8,794,1.956196689,COOLPIXS203,Nikon
24#2771,90.40963415,24,2771,1.956214712,FinePixF610,FUJIFILM
8#1258,90.41022727,8,1258,1.956217561,COOLPIXP6000,Nikon
75#3222,90.41694064,75,3222,1.956249808,ViviCam3765,Vivitar
9#130,90.43735294,9,130,1.956347842,C7070WZ,OLYMPUSIMAGINGCORP.
20#1370,90.4375,20,1370,1.956348548,BlackberryZ10,ResearchInMotion
14#811,90.445,14,811,1.956384563,CanonPowerShotG12,Canon
91#2034,90.445,91,2034,1.956384563,D903i,DoCoMo
16#1915,90.4475,16,1915,1.956396567,KP500,LGElectronics
14#445,90.44888889,14,445,1.956403236,CanonPowerShotA460,Canon
41#581,90.45277778,41,581,1.956421908,DiMAGEZ3,KONICAMINOLTA
74#1291,90.454,74,1291,1.956427777,S4,SANYOElectricCo.Ltd.
8#2271,90.45633333,8,2271,1.95643898,COOLPIXL820,Nikon
9#1844,90.46354839,9,1844,1.956473619,E-PL5,OLYMPUSIMAGINGCORP.
24#2856,90.466875,24,2856,1.956489589,FinePixA200,FUJIFILM
9#1238,90.47227273,9,1238,1.9565155,u1050SWS1050SW,OLYMPUSIMAGINGCORP.
24#3573,90.4725,24,3573,1.956516591,FinePixJ120,FUJIFILM
74#4149,90.4775,74,4149,1.956540592,CG65,SANYOElectricCo.Ltd.
14#190,90.478125,14,190,1.956543592,CanonDIGITALIXUS500,Canon
11#2079,90.48,11,2079,1.956552592,PENTAXOptioE20,PENTAXCorporation
75#2919,90.48300654,75,2919,1.956567023,ViviCam6300,Vivitar
5#1731,90.485,5,1731,1.956576591,SM-G900T,SAMSUNG
24#2888,90.48611111,24,2888,1.956581924,MX-2700,FUJIFILM
317#4136,90.49,317,4136,1.956600588,SQ70,monogram
202#2728,90.49,202,2728,1.956600588,DS8228,OregonScientific
20#2431,90.49,20,2431,1.956600588,BlackBerry8350i,ResearchInMotion
26#800,90.49,26,800,1.956600588,U-CA3DigitalCamera,SamsungTechwin
7#2652,90.49,7,2652,1.956600588,DCR-TRV340E,Sony
7#2763,90.49,7,2763,1.956600588,DCR-DVD92,Sony
7#2824,90.49,7,2824,1.956600588,DCR-HC30,Sony
33#3387,90.49,33,3387,1.956600588,W760i,SonyEricsson
14#626,90.49388889,14,626,1.956619252,CanonPowerShotSD800IS,Canon
9#765,90.52125,9,765,1.956750542,SP800UZ,OLYMPUSIMAGINGCORP.
32#531,90.525,32,531,1.956768533,QSS-32_33,NORITSUKOKI
7#2830,90.52833333,7,2830,1.956784525,DCR-PC9E,Sony
39#1079,90.53083333,39,1079,1.956796518,HPPhotoSmartR707(V01.00)+,Hewlett-Packard
11#1647,90.53565217,11,1647,1.956819634,PENTAXOptioM40,PENTAXCorporation
4#899,90.53705882,4,899,1.956826382,DMC-FZ30,Panasonic
14#532,90.5425,14,532,1.956852482,CanonPowerShotA2300,Canon
14#1668,90.5425,14,1668,1.956852482,CanonIXYDIGITALL3,Canon
14#1941,90.5425,14,1941,1.956852482,CanonIXYDIGITALL2,Canon
14#2117,90.5425,14,2117,1.956852482,CanonIXYDIGITALL4,Canon
14#2860,90.5425,14,2860,1.956852482,CanonELURA90,Canon
14#3407,90.5425,14,3407,1.956852482,CanonIXYDIGITAL210IS,Canon
14#3487,90.5425,14,3487,1.956852482,CanonIXYDIGITAL110IS,Canon
217#3357,90.54416667,217,3357,1.956860476,Digimax370/KenoxD370,SAMSUNGTECHWINCO.LTD
9#685,90.54594595,9,685,1.95686901,u-miniDStylusV,OLYMPUSIMAGINGCORP.
24#186,90.54635647,24,186,1.956870979,FinePixS5500,FUJIFILM
148#1687,90.56,148,1687,1.956936414,d-lab.2/3,AgfaPhotoGmbH
91#3111,90.56,91,3111,1.956936414,F700i,DoCoMo
91#3146,90.56,91,3146,1.956936414,F900iC,DoCoMo
185#2226,90.56,185,2226,1.956936414,AGFAd-scan,FUJICOLOREUROPE
16#3091,90.56,16,3091,1.956936414,KF750,LGElectronics
16#3290,90.56,16,3290,1.956936414,KU990R,LGElectronics
95#3417,90.5725,95,3417,1.956996355,DCE520,BenQ
4#830,90.57602941,4,830,1.957013279,DMC-LC33,Panasonic
7#1188,90.58083333,7,1188,1.957036312,NEX-6,Sony
5#3349,90.595,5,3349,1.957104229,SAMSUNGST500/VLUUST500/,SAMSUNG
14#435,90.6,14,435,1.957128198,CanonPowerShotA3500IS,Canon
14#519,90.6,14,519,1.957128198,CanonPowerShotA810,Canon
14#1482,90.6,14,1482,1.957128198,CanonPowerShotA2500,Canon
14#1486,90.6,14,1486,1.957128198,CanonPowerShotA3400IS,Canon
14#1616,90.6,14,1616,1.957128198,CanonPowerShotSD970IS,Canon
14#1617,90.6,14,1617,1.957128198,CanonVIXIAHF20,Canon
14#1666,90.6,14,1666,1.957128198,CanonIXY200F,Canon
14#1782,90.6,14,1782,1.957128198,CanonIXYDIGITAL300,Canon
14#1858,90.6,14,1858,1.957128198,CanonVIXIAHFR10,Canon
14#1953,90.6,14,1953,1.957128198,CanonLEGRIAHF200,Canon
14#2246,90.6,14,2246,1.957128198,CanonPowerShotA1300,Canon
14#2311,90.6,14,2311,1.957128198,CanonIXYDIGITAL830IS,Canon
14#2759,90.6,14,2759,1.957128198,CanonMVX300,Canon
14#2863,90.6,14,2863,1.957128198,CanonELURA50,Canon
14#2995,90.6,14,2995,1.957128198,CanonZR85,Canon
14#3175,90.6,14,3175,1.957128198,CanonDC22,Canon
14#3253,90.6,14,3253,1.957128198,CanonDC201,Canon
14#3274,90.6,14,3274,1.957128198,CanonMV880X(i),Canon
14#3354,90.6,14,3354,1.957128198,CanonIXYDIGITAL40,Canon
14#3398,90.6,14,3398,1.957128198,CanonIXYDIGITAL20IS,Canon
14#3558,90.6,14,3558,1.957128198,CanonIXYDIGITAL220IS,Canon
14#3662,90.6,14,3662,1.957128198,CanonELURA70,Canon
14#3708,90.6,14,3708,1.957128198,CanonVIXIAHFR100,Canon
14#3757,90.6,14,3757,1.957128198,CanonIXYDIGITAL300a,Canon
14#3843,90.6,14,3843,1.957128198,CanonPowerShotA2400IS,Canon
14#3861,90.6,14,3861,1.957128198,CanonVIXIAHFS200,Canon
14#4017,90.6,14,4017,1.957128198,Canon,Canon
14#4091,90.6,14,4091,1.957128198,CanonPowerShotA4050IS,Canon
14#4145,90.6,14,4145,1.957128198,CanonPowerShotA1400,Canon
14#4159,90.6,14,4159,1.957128198,CanonZR950,Canon
14#4230,90.6,14,4230,1.957128198,CanonPowerShotA2600,Canon
14#4302,90.6,14,4302,1.957128198,CanonIXUS107,Canon
4#429,90.60224138,4,429,1.957138942,DMC-LZ7,Panasonic
11#254,90.60433333,11,254,1.957148969,PENTAXOptioW30,PENTAXCorporation
237#2867,90.62,237,2867,1.957224058,LDC-825Z3,TESCO
6#85,90.62669355,6,85,1.957256135,NIKOND300,Nikon Corporation
4#1260,90.62765823,4,1260,1.957260758,DMC-FX8,Panasonic
41#2514,90.62875,41,2514,1.95726599,DiMAGEE40,KONICAMINOLTA
14#196,90.64857143,14,196,1.957360964,CanonPowerShotSX1IS,Canon
14#546,90.64857143,14,546,1.957360964,CanonDIGITALIXUS85IS,Canon
24#578,90.65672414,24,578,1.957400022,FinePix6800ZOOM,FUJIFILM
24#1198,90.65897059,24,1198,1.957410783,FinePixS3100,FUJIFILM
74#1663,90.6625,74,1663,1.95742769,E6,SANYOElectricCo.Ltd.
8#1916,90.66671296,8,1916,1.957447871,COOLPIXS710,Nikon
91#2938,90.67,91,2938,1.957463616,N905i,DoCoMo
14#1159,90.673,14,1159,1.957477985,CanonDIGITALIXUSv3,Canon
26#281,90.67951777,26,281,1.957509202,<DigimaxD53>,SamsungTechwin
26#3032,90.67954546,26,3032,1.957509335,<VLUUL830/SamsungL830>,SamsungTechwin
8#977,90.6865,8,977,1.957542641,E8800,Nikon
24#2591,90.6955,24,2591,1.957585739,FinePixS5100,FUJIFILM
24#1284,90.69723958,24,1284,1.957594069,FinePixZ1,FUJIFILM
8#425,90.7071,8,425,1.957641282,COOLPIXL1,Nikon
26#133,90.70727006,26,133,1.957642097,<DigimaxS500/KenoxS500/,SamsungTechwin
4#1060,90.70941177,4,1060,1.957652351,DMC-FZ5,Panasonic
24#2636,90.71184932,24,2636,1.957664021,FinePixA310,FUJIFILM
6#140,90.7154918,6,140,1.957681459,NIKOND60,Nikon Corporation
5#4041,90.725,5,4041,1.957726977,SAMSUNGST93,SAMSUNG
51#821,90.72785714,51,821,1.957740654,1,DigitalCamera
6#164,90.73169643,6,164,1.957759031,NIKOND700,Nikon Corporation
24#2909,90.736,24,2909,1.95777963,FinePixA120,FUJIFILM
50#2629,90.73625,50,2629,1.957780827,DiMAGEX21,KonicaMinoltaCameraInc.
63#1648,90.74,63,1648,1.957798775,HUAWEIP7-L10,HUAWEI
74#1603,90.74346154,74,1603,1.957815342,CA65,SANYOElectricCo.Ltd.
14#78,90.7455,14,78,1.957825098,CanonDIGITALIXUS860IS,Canon
39#3041,90.749,39,3041,1.957841848,HPPhotosmartM540,Hewlett-Packard
24#1852,90.75764706,24,1852,1.957883228,FinePix4800ZOOM,FUJIFILM
24#4178,90.76,24,4178,1.957894487,FinePixZ900EXR,FUJIFILM
24#2894,90.76305556,24,2894,1.957909108,FinePix1400Zoom,FUJIFILM
7#181,90.76344828,7,181,1.957910987,DSC-H7,Sony
6#1621,90.76796875,6,1621,1.957932617,NIKOND2H,Nikon Corporation
18#773,90.778,18,773,1.95798061,KODAKDX6490ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
14#156,90.78954546,14,156,1.958035842,CanonEOSDIGITALREBEL,Canon
18#715,90.79159259,18,715,1.958045634,KODAKEASYSHAREV1003ZOOMDI,EASTMANKODAKCOMPANY
8#605,90.79941177,8,605,1.958083035,COOLPIXS630,Nikon
35#237,90.80101449,35,237,1.958090701,X450D535ZC370Z,OLYMPUS_IMAGING_CORP.
41#2697,90.81,41,2697,1.958133676,DiMAGEZ5,KONICAMINOLTA
24#2937,90.8133,24,2937,1.958149457,FinePixA800,FUJIFILM
7#432,90.814375,7,432,1.958154598,NEX-7,Sony
8#520,90.83125,8,520,1.958235291,COOLPIXL29,Nikon
4#2993,90.84339286,4,2993,1.958293346,DMC-LS70,Panasonic
4#865,90.85105263,4,865,1.958329964,DMC-G3,Panasonic
4#585,90.85702247,4,585,1.9583585,DMC-FX9,Panasonic
18#1804,90.86142857,18,1804,1.958379561,KODAKEASYSHAREM883ZOOMDIG,EASTMANKODAKCOMPANY
24#1945,90.86923077,24,1945,1.958416852,FinePix4900ZOOM,FUJIFILM
217#3092,90.87329546,217,3092,1.958436278,DigimaxV6/KenoxV6,SAMSUNGTECHWINCO.LTD
4#3431,90.875,4,3431,1.958444424,NV-GS400,Panasonic
74#3437,90.885,74,3437,1.958492212,VPC-MZ3GX,SANYOElectricCo.Ltd.
24#2963,90.88619565,24,2963,1.958497925,FinePixA510,FUJIFILM
24#918,90.88688095,24,918,1.9585012,FinePixE550,FUJIFILM
7#303,90.88865385,7,303,1.958509671,DSC-R1,Sony
11#1256,90.88944444,11,1256,1.958513449,PENTAXOptioM20,PENTAXCorporation
14#943,90.904375,14,943,1.958584785,CanonEOSKissDigitalX,Canon
7#136,90.90921875,7,136,1.958607926,DSC-P200,Sony
137#2985,90.91,137,2985,1.958611658,KD-300Z,Konica
109#2822,90.91,109,2822,1.958611658,FC-S3x,KYOCERA
156#2967,90.91,156,2967,1.958611658,PDR-3310,TOSHIBA
7#570,90.91964286,7,570,1.958657721,DSC-W80,Sony
7#2033,90.9225,7,2033,1.958671369,LT25i,Sony
26#916,90.92696911,26,916,1.958692715,<KENOXS730/SamsungS730>,SamsungTechwin
8#1593,90.93511696,8,1593,1.95873163,COOLPIXL4,Nikon
116#1299,90.9375,116,1299,1.958743011,KODAKPIXPROSP360,JKImagingLtd.
5#3834,90.9375,5,3834,1.958743011,SCH-U380,SAMSUNG
26#3242,90.93819646,26,3242,1.958746337,VLUUL100M100/SamsungL1,SamsungTechwin
5#648,90.944,5,648,1.958774052,SGH-i900,SAMSUNG
156#3162,90.9475,156,3162,1.958790766,PDR-3320,TOSHIBA
7#1389,90.95,7,1389,1.958802703,D5102,Sony
7#113,90.953,7,113,1.958817028,DSC-H2,Sony
64#340,90.955,64,340,1.958826578,,ViviCam
51#3327,90.96,51,3327,1.958850452,6MP-9FS,DigitalCamera
24#3628,90.96,24,3628,1.958850452,FinePixAX200,FUJIFILM
5#2524,90.96,5,2524,1.958850452,HMX-U10,SAMSUNG
7#3530,90.96,7,3530,1.958850452,MHS-CM1,Sony
7#3539,90.96,7,3539,1.958850452,MHS-PM1,Sony
7#4147,90.96,7,4147,1.958850452,DCR-SX21E,Sony
24#1235,90.96166667,24,1235,1.958858409,FinePixS1730,FUJIFILM
9#1203,90.96181035,9,1203,1.958859095,uD600S600,OLYMPUSIMAGINGCORP.
8#2445,90.96264103,8,2445,1.958863061,COOLPIXS6000,Nikon
14#193,90.9675,14,193,1.958886259,CanonPowerShotA430,Canon
20#1058,90.985,20,1058,1.958969799,BlackBerry9320,ResearchInMotion
26#2951,90.98977454,26,2951,1.958992589,<DigimaxS700/KenoxS700/,SamsungTechwin
5#3559,91.005,5,3559,1.959065254,SAMSUNGST70/VLUUST70/SA,SAMSUNG
8#582,91.00852713,8,582,1.959082086,COOLPIXP330,Nikon
5#1792,91.0125,5,1792,1.959101044,EX1,SAMSUNG
14#951,91.01277778,14,951,1.95910237,CanonDIGITALIXUSII,Canon
24#1483,91.015,24,1483,1.959112973,FinePixF460,FUJIFILM
5#1373,91.015,5,1373,1.959112973,GT-S5380K,SAMSUNG
4#3299,91.01586957,4,3299,1.959117123,DMC-FX36,Panasonic
5#3595,91.01944444,5,3595,1.95913418,SAMSUNGES73/VLUUES73/SA,SAMSUNG
14#138,91.03083333,14,138,1.959188518,CanonEOS5DMarkII,Canon
11#189,91.0395,11,189,1.959229864,PENTAXK100D,PENTAXCorporation
33#1577,91.045,33,1577,1.9592561,W595,SonyEricsson
18#323,91.0525,18,323,1.959291875,KODAKEASYSHAREZ710ZOOMDIG,EASTMANKODAKCOMPANY
18#1168,91.0525,18,1168,1.959291875,KODAKDX6340ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
18#1557,91.0525,18,1557,1.959291875,KODAKZ760ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
18#449,91.056,18,449,1.959308568,KodakCLASDigitalFilmScann,EASTMANKODAKCOMPANY
5#3388,91.06875,5,3388,1.959369376,SAMSUNGES10/VLUUES10,SAMSUNG
48#1301,91.07,48,1301,1.959375337,EX-S10,CASIOCOMPUTERCO.LTD.
48#1725,91.07,48,1725,1.959375337,EX-Z77,CASIOCOMPUTERCO.LTD.
9#1894,91.07333333,9,1894,1.959391232,u1060S1060,OLYMPUSIMAGINGCORP.
9#2781,91.08589744,9,2781,1.959451142,FE115X715,OLYMPUSIMAGINGCORP.
9#930,91.08625,9,930,1.959452823,SZ-17,OLYMPUSIMAGINGCORP.
24#2723,91.08782609,24,2723,1.959460337,FinePixA500,FUJIFILM
7#529,91.08857143,7,529,1.959463891,DSC-T100,Sony
24#2782,91.09615385,24,2782,1.959500041,FinePixA400,FUJIFILM
74#2194,91.11066667,74,2194,1.959569224,HD2000,SANYOElectricCo.Ltd.
4#2601,91.11979167,4,2601,1.959612718,DMC-FZ4,Panasonic
39#3051,91.13333333,39,3051,1.959677255,HPPhotosmartE330,Hewlett-Packard
7#742,91.140625,7,742,1.959712002,DSC-HX20V,Sony
153#2041,91.15,153,2041,1.959756673,A1200,GeneralImagingCo.
7#2890,91.155,7,2890,1.959780495,DSC-D770,Sony
24#2312,91.16,24,2312,1.959804317,DigitalQ1,FUJIFILM
9#1849,91.1728125,9,1849,1.959865352,SZ-10,OLYMPUSIMAGINGCORP.
3#34,91.17375,3,34,1.959869818,iPhone5s,apple
8#3979,91.19333333,8,3979,1.95996309,COOLPIXL26,Nikon
5#1180,91.19571429,5,1180,1.959974429,SGH-D980,SAMSUNG
39#819,91.22281818,39,819,1.960103485,HPDSCPW460t,Hewlett-Packard
41#1696,91.22578947,41,1696,1.96011763,DiMAGEA200,KONICAMINOLTA
11#1697,91.236,11,1697,1.960166237,PENTAX*istDS,PENTAXCorporation
50#414,91.23857143,50,414,1.960178477,DiMAGEA2,KonicaMinoltaCameraInc.
24#970,91.24940594,24,970,1.960230046,FinePixS7000,FUJIFILM
5#747,91.25888889,5,747,1.960275177,NX1000,SAMSUNG
5#4183,91.26,5,4183,1.960280464,VLUUSH100SAMSUNGSH100,SAMSUNG
24#825,91.26347826,24,825,1.960297017,FinePixZ100fd,FUJIFILM
41#2722,91.26892857,41,2722,1.960322952,DiMAGEZ20,KONICAMINOLTA
24#2973,91.275,24,2973,1.960351842,FinePixA370,FUJIFILM
8#2316,91.2809375,8,2316,1.960380092,COOLPIXS60,Nikon
166#4214,91.28333333,166,4214,1.960391491,SELECTA16,AGFAPHOTO
39#284,91.284,39,284,1.960394662,PhotosmartM407,Hewlett-Packard
4#2750,91.31,4,2750,1.960518343,PV-SD4090,Panasonic
18#2220,91.315,18,2220,1.960542123,KODAKEASYSHAREM320Digital,EASTMANKODAKCOMPANY
7#2317,91.31763158,7,2317,1.960554639,DSC-S80,Sony
7#274,91.31785714,7,274,1.960555712,DSC-W200,Sony
7#1150,91.321,7,1150,1.960570659,DSC-L1,Sony
26#2396,91.34320084,26,2396,1.960676226,<KENOXS860/SamsungS860>,SamsungTechwin
73#3112,91.34375,73,3112,1.960678837,CaplioR1V,RICOH
24#262,91.34833333,24,262,1.960700628,FinePixF11,FUJIFILM
4#482,91.359375,4,482,1.96075312,DMC-LX3,Panasonic
14#470,91.35964286,14,470,1.960754393,CanonPowerShotS50,Canon
15#2216,91.3675,15,2216,1.960791742,HTC_Dream,HTC
14#2877,91.37166667,14,2877,1.960811547,CanonELURA100,Canon
284#4182,91.37785714,284,4182,1.960840969,GC-X1,VICTOR
7#1067,91.38136364,7,1067,1.960857635,DSC-F828,Sony
17#1429,91.383125,17,1429,1.960866005,E-20E-20NE-20P,OLYMPUSOPTICALCO.LTD
7#1886,91.393,7,1886,1.960912933,DSLR-A380,Sony
14#1148,91.39444444,14,1148,1.960919797,CanonPowerShotSX20IS,Canon
24#989,91.4048,24,989,1.960969003,FinePixA210,FUJIFILM
7#229,91.40666667,7,229,1.960977872,NEX-3N,Sony
14#1027,91.41555556,14,1027,1.961020103,CanonPowerShotG11,Canon
6#788,91.42392157,6,788,1.961059846,NIKOND100,Nikon Corporation
54#1746,91.42625,54,1746,1.961070907,PENTAXOptioWG-1GPS,PENTAX
7#1014,91.42925,7,1014,1.961085157,DSC-W90,Sony
14#260,91.43,14,260,1.96108872,CanonEOSKissX3,Canon
19#2401,91.4325,19,2401,1.961100595,DROIDBIONIC,Motorola
5#3425,91.43304348,5,3425,1.961103176,SAMSUNGES15/VLUUES15/SA,SAMSUNG
9#2482,91.4575,9,2482,1.961219326,u7040S7040,OLYMPUSIMAGINGCORP.
15#1161,91.4625,15,1161,1.961243068,Hermes,HTC
63#635,91.465,63,635,1.961254939,HUAWEIY300-0100,HUAWEI
4#64,91.46960784,4,64,1.961276817,DMC-FZ100,Panasonic
11#2213,91.47041667,11,2213,1.961280657,PENTAXOptio30,PENTAXCorporation
24#2702,91.47176471,24,2702,1.961287058,FinePixF450,FUJIFILM
20#1236,91.4775,20,1236,1.961314287,BlackBerry8120,ResearchInMotion
20#2166,91.4775,20,2166,1.961314287,BlackBerry8110,ResearchInMotion
5#4109,91.4775,5,4109,1.961314287,SAMSUNGES68,SAMSUNG
18#1914,91.47875,18,1914,1.961320222,KODAKP712ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
