n,avgIfdsFocalLength,make,model,logValues,modelName,makeName
9#1728,6.5,9,1728,0.812913357,FE320X835C540,OLYMPUSIMAGINGCORP.
9#3246,6.5,9,3246,0.812913357,FE20X15C25,OLYMPUSIMAGINGCORP.
9#3666,6.5,9,3666,0.812913357,FE45X40,OLYMPUSIMAGINGCORP.
9#4172,6.5,9,4172,0.812913357,VR330D730,OLYMPUSIMAGINGCORP.
11#2854,6.5,11,2854,0.812913357,PENTAXOptio50,PENTAXCorporation
7#2901,6.5,7,2901,0.812913357,DCR-TRV25,Sony
7#3202,6.5,7,3202,0.812913357,DCR-TRV70,Sony
7#3257,6.5,7,3257,0.812913357,DCR-PC110,Sony
79#2979,6.5,79,2979,0.812913357,SuperSlimXS70,Supra
48#1829,6.6,48,1829,0.819543936,EX-Z19,CASIOCOMPUTERCO.LTD.
14#1782,6.666666667,14,1782,0.823908741,CanonIXYDIGITAL300,Canon
24#4007,6.666666667,24,4007,0.823908741,FinePixJX500,FUJIFILM
7#2332,6.75,7,2332,0.829303773,DSC-WX30,Sony
192#2310,7,192,2310,0.84509804,3MegaCam,3MegaCam
57#2631,7,57,2631,0.84509804,CI-8330,acer
57#3075,7,57,3075,0.84509804,CE6430,acer
251#3121,7,251,3121,0.84509804,CD500CUGF,ADPK
234#2826,7,234,2826,0.84509804,adss02x,adss02x
95#2669,7,95,2669,0.84509804,DCC510,BenQ
95#3330,7,95,3330,0.84509804,DCE610,BenQ
95#3417,7,95,3417,0.84509804,DCE520,BenQ
95#3443,7,95,3443,0.84509804,DCC630,BenQ
167#4084,7,167,4084,0.84509804,BenQDCT800,BenQCorporation
14#3558,7,14,3558,0.84509804,CanonIXYDIGITAL220IS,Canon
14#4318,7,14,4318,0.84509804,CanonIXYDIGITAL820IS,Canon
31#3139,7,31,3139,0.84509804,QV-2000UX,CASIO
31#3938,7,31,3938,0.84509804,QV-3500EX,CASIO
48#2347,7,48,2347,0.84509804,EX-Z11,CASIOCOMPUTERCO.LTD.
227#2851,7,227,2851,0.84509804,Eye-Q4360Z,ConcordCameraCorp.
287#3497,7,287,3497,0.84509804,CreativePC-CAM900,Creative
51#2042,7,51,2042,0.84509804,6MP-9Y8,DigitalCamera
51#3160,7,51,3160,0.84509804,5MP-9Y3,DigitalCamera
250#1270,7,250,1270,0.84509804,DSC,DSC_Maker
40#286,7,40,286,0.84509804,DV,DSCIMAGE
294#3696,7,294,3696,0.84509804,DVC2,DVC
100#1076,7,100,1076,0.84509804,2MP-DSC,DVR410Camm
141#1591,7,141,1591,0.84509804,DVS567,DVS567
24#2406,7,24,2406,0.84509804,MX-1500,FUJIFILM
24#2729,7,24,2729,0.84509804,FinePixF420,FUJIFILM
24#3292,7,24,3292,0.84509804,FinePix1500,FUJIFILM
24#3642,7,24,3642,0.84509804,FinePixJV150,FUJIFILM
24#3647,7,24,3647,0.84509804,FinePixREAL3DW3,FUJIFILM
24#3750,7,24,3750,0.84509804,FinePixJV110,FUJIFILM
24#3911,7,24,3911,0.84509804,FinePixJX530,FUJIFILM
24#4026,7,24,4026,0.84509804,FinePixT400,FUJIFILM
24#4202,7,24,4202,0.84509804,FinePixL30,FUJIFILM
24#4306,7,24,4306,0.84509804,FinePixHS28EXR,FUJIFILM
24#4312,7,24,4312,0.84509804,FinePix600Z,FUJIFILM
153#3090,7,153,3090,0.84509804,E850,GeneralImagingCo.
39#2201,7,39,2201,0.84509804,HPPhotosmartE427,Hewlett-Packard
39#2625,7,39,2625,0.84509804,HPPhotoSmartR727(V01.00)+,Hewlett-Packard
39#2923,7,39,2923,0.84509804,HPPhotoSmartR725(V01.00)d,Hewlett-Packard
109#2931,7,109,2931,0.84509804,CONTAXi4R,KYOCERA
34#230,7,34,230,0.84509804,DeluxeClassicCam,MercuryPeripheralsInc.
34#567,7,34,567,0.84509804,DigitalCamPro,MercuryPeripheralsInc.
8#520,7,8,520,0.84509804,COOLPIXL29,Nikon
8#814,7,8,814,0.84509804,COOLPIXS30,Nikon
8#2592,7,8,2592,0.84509804,E700,Nikon
8#2805,7,8,2805,0.84509804,E900,Nikon
8#4095,7,8,4095,0.84509804,COOLPIXS9050,Nikon
9#3191,7,9,3191,0.84509804,u1200S1200,OLYMPUSIMAGINGCORP.
9#3215,7,9,3215,0.84509804,FE15X10,OLYMPUSIMAGINGCORP.
9#3403,7,9,3403,0.84509804,u7000S7000,OLYMPUSIMAGINGCORP.
9#3468,7,9,3468,0.84509804,u550WPS550WP,OLYMPUSIMAGINGCORP.
9#3590,7,9,3590,0.84509804,u1070S1070,OLYMPUSIMAGINGCORP.
9#4305,7,9,4305,0.84509804,TG-630,OLYMPUSIMAGINGCORP.
17#2799,7,17,2799,0.84509804,C21,OLYMPUSOPTICALCO.LTD
202#2728,7,202,2728,0.84509804,DS8228,OregonScientific
4#2108,7,4,2108,0.84509804,DMC-FX38,Panasonic
4#3604,7,4,3604,0.84509804,DMC-FH22,Panasonic
4#4156,7,4,4156,0.84509804,DMC-ZS27,Panasonic
4#4179,7,4,4179,0.84509804,DMC-TS20,Panasonic
163#4270,7,163,4270,0.84509804,DVC5.1HD2,PENTACON
73#1548,7,73,1548,0.84509804,GRDIGITAL2,RICOH
73#2839,7,73,2839,0.84509804,CaplioProG3,RICOH
5#3048,7,5,3048,0.84509804,Digimax300,SAMSUNG
5#3559,7,5,3559,0.84509804,SAMSUNGST70/VLUUST70/SA,SAMSUNG
5#3841,7,5,3841,0.84509804,SAMSUNGPL200/VLUUPL200,SAMSUNG
25#2429,7,25,2429,0.84509804,DigimaxA4/KenoxD4,SAMSUNGTECHWINCO.LTD.
74#2608,7,74,2608,0.84509804,J4,SANYOElectricCo.Ltd.
74#3392,7,74,3392,0.84509804,CG9,SANYOElectricCo.Ltd.
74#3405,7,74,3405,0.84509804,CG10,SANYOElectricCo.Ltd.
74#4061,7,74,4061,0.84509804,CG20,SANYOElectricCo.Ltd.
164#2719,7,164,2719,0.84509804,VPC-S500,SANYOElectricCo.Ltd.....
87#4257,7,87,4257,0.84509804,PhotoPC800,SEIKOEPSONCORP.
86#3496,7,86,3496,0.84509804,VL-Z950,SHARP
7#1876,7,7,1876,0.84509804,HDR-HC3E,Sony
7#1950,7,7,1950,0.84509804,MHS-PM5,Sony
7#3233,7,7,3233,0.84509804,DCR-TRV18E,Sony
7#3362,7,7,3362,0.84509804,HDR-XR520V,Sony
7#3454,7,7,3454,0.84509804,DSC-W370,Sony
318#4158,7,318,4158,0.84509804,Spca1528,SunplusMM
191#2308,7,191,2308,0.84509804,SPCA536,SUNPLUSTECHNOLOGYCO.LTD.
328#4285,7,328,4285,0.84509804,SH-7065,TECHNIKA
106#567,7,106,567,0.84509804,DigitalCamPro,unknown
106#3728,7,106,3728,0.84509804,1.3MDigitalCAM,unknown
64#340,7,64,340,0.84509804,,ViviCam
75#1913,7,75,1913,0.84509804,ViviCam6200W,Vivitar
229#3730,7,229,3730,0.84509804,PDC2070,WWL
293#3674,7,293,3674,0.84509804,Vista,WWL.LTD
44#408,7,44,408,0.84509804,DS309,
44#567,7,44,567,0.84509804,DigitalCamPro,
44#1944,7,44,1944,0.84509804,V5V,
14#831,7.25,14,831,0.860338007,CanonIXYDIGITAL320,Canon
41#2785,7.25,41,2785,0.860338007,DiMAGEE500,KONICAMINOLTA
9#1695,7.25,9,1695,0.860338007,FE4040,OLYMPUSIMAGINGCORP.
95#2990,7.333333333,95,2990,0.865301426,E53+,BenQ
14#2309,7.333333333,14,2309,0.865301426,CanonIXUS300HS,Canon
14#4091,7.333333333,14,4091,0.865301426,CanonPowerShotA4050IS,Canon
39#2936,7.333333333,39,2936,0.865301426,HPPhotoSmartR607(V01.00)d,Hewlett-Packard
8#1847,7.333333333,8,1847,0.865301426,COOLPIXS32,Nikon
5#3615,7.333333333,5,3615,0.865301426,SAMSUNGES25ES27/VLUUES2,SAMSUNG
5#3966,7.333333333,5,3966,0.865301426,ST700,SAMSUNG
7#337,7.333333333,7,337,0.865301426,DCR-TRV80,Sony
7#3999,7.333333333,7,3999,0.865301426,DCR-SR85,Sony
95#3286,7.5,95,3286,0.875061263,C745,BenQ
14#2815,7.5,14,2815,0.875061263,CanonPowerShotSD30,Canon
227#3089,7.5,227,3089,0.875061263,Eye-Q3340z,ConcordCameraCorp.
18#322,7.5,18,322,0.875061263,KODAKEASYSHAREC533ZOOMDIG,EASTMANKODAKCOMPANY
18#2586,7.5,18,2586,0.875061263,KODAKEASYSHARECX7220ZOOMD,EASTMANKODAKCOMPANY
24#3423,7.5,24,3423,0.875061263,FujifilmA235,FUJIFILM
24#3822,7.5,24,3822,0.875061263,FinePixJ40,FUJIFILM
136#2889,7.5,136,2889,0.875061263,GR-D200,JVC
62#3035,7.5,62,3035,0.875061263,C-LUX1,LEICA
9#2202,7.5,9,2202,0.875061263,u7010S7010,OLYMPUSIMAGINGCORP.
17#2163,7.5,17,2163,0.875061263,C2D230,OLYMPUSOPTICALCO.LTD
4#3303,7.5,4,3303,0.875061263,DMC-FS4,Panasonic
139#2981,7.5,139,2981,0.875061263,i531,Polaroid
5#3349,7.5,5,3349,0.875061263,SAMSUNGST500/VLUUST500/,SAMSUNG
74#728,7.5,74,728,0.875061263,HD1000,SANYOElectricCo.Ltd.
74#4149,7.5,74,4149,0.875061263,CG65,SANYOElectricCo.Ltd.
14#3308,7.666666667,14,3308,0.884606581,CanonPowerShotA50,Canon
51#2925,7.666666667,51,2925,0.884606581,6MP-9FW,DigitalCamera
24#3773,7.666666667,24,3773,0.884606581,FinePixS3280,FUJIFILM
279#3395,7.666666667,279,3395,0.884606581,NS-DSC10x,Insignia
8#3194,7.666666667,8,3194,0.884606581,COOLPIXS52c,Nikon
5#1812,7.666666667,5,1812,0.884606581,SAMSUNGST65/VLUUST65/SA,SAMSUNG
79#3461,7.666666667,79,3461,0.884606581,DC-6900,Supra
14#2635,7.75,14,2635,0.889301703,CanonDIGITALIXUSIIs,Canon
17#1550,7.75,17,1550,0.889301703,C120D380,OLYMPUSOPTICALCO.LTD
5#4071,7.75,5,4071,0.889301703,DV300/DV300F/DV305F,SAMSUNG
5#1650,7.8,5,1650,0.892094603,SAMSUNGPL20PL21/VLUUPL20,SAMSUNG
14#1617,7.833333333,14,1617,0.893946608,CanonVIXIAHF20,Canon
73#2122,7.857142857,73,2122,0.895264649,CaplioG4wide,RICOH
232#2818,8,232,2818,0.903089987,DZ358,3MDSC
252#3124,8,252,3124,0.903089987,DSC_538M,5MDSC
327#761,8,327,761,0.903089987,DigitalCAM,8.0MDigitalCAM
216#2622,8,216,2622,0.903089987,CI6330,AcerCorporation
134#2778,8,134,2778,0.903089987,PENTAXOptio430,AsahiOpticalCo.Ltd
95#2404,8,95,2404,0.903089987,DCC500,BenQ
95#3183,8,95,3183,0.903089987,C1050,BenQ
167#4233,8,167,4233,0.903089987,DVS21_S22,BenQCorporation
14#171,8,14,171,0.903089987,CanonPowerShotSD100,Canon
14#245,8,14,245,0.903089987,CanonPowerShotSD110,Canon
14#548,8,14,548,0.903089987,CanonDIGITALIXUSv2,Canon
14#589,8,14,589,0.903089987,CanonDIGITALIXUS,Canon
14#951,8,14,951,0.903089987,CanonDIGITALIXUSII,Canon
14#997,8,14,997,0.903089987,CanonDIGITALIXUSv,Canon
14#1139,8,14,1139,0.903089987,CanonPowerShotS230,Canon
14#1159,8,14,1159,0.903089987,CanonDIGITALIXUSv3,Canon
14#1234,8,14,1234,0.903089987,CanonPowerShotS110,Canon
14#1402,8,14,1402,0.903089987,CanonPowerShotS200,Canon
14#1783,8,14,1783,0.903089987,CanonIXYDIGITAL30,Canon
14#2269,8,14,2269,0.903089987,CanonIXYDIGITAL3000IS,Canon
14#3254,8,14,3254,0.903089987,CanonPowerShotA30,Canon
14#3255,8,14,3255,0.903089987,CanonDC40,Canon
14#3439,8,14,3439,0.903089987,CanonIXYDIGITAL,Canon
188#3519,8,188,3519,0.903089987,CanonPowerShotA620.,Canon.
31#379,8,31,379,0.903089987,QV-3EX,CASIO
31#2895,8,31,2895,0.903089987,QV-2800UX,CASIO
43#3144,8,43,3144,0.903089987,QV-R62,CASIOCOMPUTERCO.LTD
48#791,8,48,791,0.903089987,EX-M2,CASIOCOMPUTERCO.LTD.
48#2068,8,48,2068,0.903089987,EX-Z150,CASIOCOMPUTERCO.LTD.
48#2351,8,48,2351,0.903089987,EX-S2,CASIOCOMPUTERCO.LTD.
48#3593,8,48,3593,0.903089987,QV-R3,CASIOCOMPUTERCO.LTD.
290#3941,8,290,3941,0.903089987,JDC3.0S,ConcordCameraGmbH
51#1191,8,51,1191,0.903089987,DS5MP,DigitalCamera
51#2175,8,51,2175,0.903089987,Vivicam,DigitalCamera
51#3011,8,51,3011,0.903089987,LM10-X3,DigitalCamera
51#3193,8,51,3193,0.903089987,Best,DigitalCamera
224#2666,8,224,2666,0.903089987,DigitalCamera,DigitalCameraMfr
305#2666,8,305,2666,0.903089987,DigitalCamera,DSCManufacturer
243#2987,8,243,2987,0.903089987,DXGDZ358,DXGTechnologiesInc.
18#2495,8,18,2495,0.903089987,KODAKZ885ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
24#2806,8,24,2806,0.903089987,MX-500,FUJIFILM
24#2888,8,24,2888,0.903089987,MX-2700,FUJIFILM
24#3064,8,24,3064,0.903089987,FinePixF50SE,FUJIFILM
24#3282,8,24,3282,0.903089987,MX-700,FUJIFILM
24#4189,8,24,4189,0.903089987,FinePixAX250,FUJIFILM
24#4197,8,24,4197,0.903089987,FinePix700,FUJIFILM
153#3858,8,153,3858,0.903089987,E1255W,GeneralImagingCo.
39#1567,8,39,1567,0.903089987,HPPhotoSmartR927(V01.00)+,Hewlett-Packard
39#2177,8,39,2177,0.903089987,HPPhotosmartE327,Hewlett-Packard
39#2352,8,39,2352,0.903089987,HPPhotosmartE317,Hewlett-Packard
39#2604,8,39,2604,0.903089987,HPPhotoSmartR717(V01.00)+,Hewlett-Packard
39#2671,8,39,2671,0.903089987,HPPhotoSmartC945(V01.68),Hewlett-Packard
39#2794,8,39,2794,0.903089987,HPPhotosmartE217,Hewlett-Packard
39#2808,8,39,2808,0.903089987,HPPhotoSmartC945(V01.45),Hewlett-Packard
39#2871,8,39,2871,0.903089987,HPPhotoSmartR717(V01.00)d,Hewlett-Packard
39#3360,8,39,3360,0.903089987,HPPhotoSmartC945(V01.75),Hewlett-Packard
39#4083,8,39,4083,0.903089987,HPPhotoSmartC945(V01.66),Hewlett-Packard
254#4225,8,254,4225,0.903089987,HDC-991E,HITACHI
137#2985,8,137,2985,0.903089987,KD-300Z,Konica
96#1631,8,96,1631,0.903089987,KonicaDigitalCameraKD-500Z,KonicaCorporation
198#2384,8,198,2384,0.903089987,G-ShotG512,KYESystemsCorp.
233#2820,8,233,2820,0.903089987,Take-it,Microtek
8#4034,8,8,4034,0.903089987,COOLPIXS4300,Nikon
10#938,8,10,938,0.903089987,808PureView,Nokia
10#4051,8,10,4051,0.903089987,808,Nokia
9#1865,8,9,1865,0.903089987,FE4020X940,OLYMPUSIMAGINGCORP.
9#3176,8,9,3176,0.903089987,u1020S1020,OLYMPUSIMAGINGCORP.
9#3251,8,9,3251,0.903089987,u1040S1040,OLYMPUSIMAGINGCORP.
9#4162,8,9,4162,0.903089987,VG170,OLYMPUSIMAGINGCORP.
202#2807,8,202,2807,0.903089987,DS6688A,OregonScientific
202#3699,8,202,3699,0.903089987,PV100,OregonScientific
4#2780,8,4,2780,0.903089987,DMC-F7,Panasonic
4#3464,8,4,3464,0.903089987,DMC-FS12,Panasonic
271#3326,8,271,3326,0.903089987,Polaroidi1032,PLA100Z
5#2524,8,5,2524,0.903089987,HMX-U10,SAMSUNG
26#2980,8,26,2980,0.903089987,DigimaxL55W/KenoxX15WIDE,SamsungTechwin
74#3223,8,74,3223,0.903089987,DSC-MZ3,SANYOElectricCo.Ltd.
138#1527,8,138,1527,0.903089987,DC300/DC310,SeaLife
138#2385,8,138,2385,0.903089987,SL330,SeaLife
7#2537,8,7,2537,0.903089987,HDR-CX520E,Sony
7#2740,8,7,2740,0.903089987,DCR-PC110E,Sony
7#3293,8,7,3293,0.903089987,DCR-TRV355E,Sony
7#3296,8,7,3296,0.903089987,HDR-SR8E,Sony
7#3375,8,7,3375,0.903089987,DSC-S45,Sony
7#3397,8,7,3397,0.903089987,DCR-DVD505,Sony
7#3508,8,7,3508,0.903089987,DSC-TX7C,Sony
7#3513,8,7,3513,0.903089987,DCR-TRV30E,Sony
7#3763,8,7,3763,0.903089987,DSC-T99D,Sony
7#3868,8,7,3868,0.903089987,DCR-SR300,Sony
237#2867,8,237,2867,0.903089987,LDC-825Z3,TESCO
156#2687,8,156,2687,0.903089987,PDR-M700,TOSHIBA
156#2967,8,156,2967,0.903089987,PDR-3310,TOSHIBA
156#3819,8,156,3819,0.903089987,PDR-M1,TOSHIBA
156#4121,8,156,4121,0.903089987,PDR-M500,TOSHIBA
64#2184,8,64,2184,0.903089987,V8025,ViviCam
75#2845,8,75,2845,0.903089987,Vivicam3815,Vivitar
75#2847,8,75,2847,0.903089987,Vivicam3915,Vivitar
75#3021,8,75,3021,0.903089987,Vivicam5105s,Vivitar
178#2726,8,178,2726,0.903089987,ViviCam3705,VivitarCorporation
178#3103,8,178,3103,0.903089987,Vivicam3750,VivitarCorporation
229#2811,8,229,2811,0.903089987,PDC3035,WWL
229#2876,8,229,2876,0.903089987,PDC3070FH,WWL
229#3212,8,229,3212,0.903089987,PDC3070,WWL
229#3537,8,229,3537,0.903089987,PDC3030,WWL
9#1994,8.2,9,1994,0.913813852,VR340D750,OLYMPUSIMAGINGCORP.
7#1506,8.2,7,1506,0.913813852,HDR-CX320E,Sony
95#1566,8.25,95,1566,0.916453949,DCE800,BenQ
14#3280,8.25,14,3280,0.916453949,CanonIXYDIGITAL200,Canon
18#2064,8.25,18,2064,0.916453949,KODAKEASYSHAREC143Digital,EASTMANKODAKCOMPANY
8#1776,8.25,8,1776,0.916453949,S2,Nikon
10#1720,8.25,10,1720,0.916453949,9999,Nokia
5#1181,8.25,5,1181,0.916453949,SAMSUNGPL50/VLUUPL50/SA,SAMSUNG
9#2066,8.333333333,9,2066,0.920818754,u9000S9000,OLYMPUSIMAGINGCORP.
75#1983,8.4,75,1983,0.924279286,ViviCam5355,Vivitar
256#3198,8.5,256,3198,0.929418926,AIPTEK,AIPTEK
95#1020,8.5,95,1020,0.929418926,DC1500,BenQ
51#3166,8.5,51,3166,0.929418926,DC-5000DigitalCamera,DigitalCamera
18#1435,8.5,18,1435,0.929418926,KODAKEASYSHAREM381DIGITAL,EASTMANKODAKCOMPANY
39#3207,8.5,39,3207,0.929418926,HPPhotoSmartR818(V01.00),Hewlett-Packard
136#3227,8.5,136,3227,0.929418926,GZ_HD3,JVC
50#2629,8.5,50,2629,0.929418926,DiMAGEX21,KonicaMinoltaCameraInc.
109#3404,8.5,109,3404,0.929418926,FinecamS3R,KYOCERA
8#2158,8.5,8,2158,0.929418926,COOLPIXS70,Nikon
10#1156,8.5,10,1156,0.929418926,N93,Nokia
9#2110,8.5,9,2110,0.929418926,AZ-2ZOOM,OLYMPUSIMAGINGCORP.
9#3591,8.5,9,3591,0.929418926,FE350WIDEX865,OLYMPUSIMAGINGCORP.
4#482,8.5,4,482,0.929418926,DMC-LX3,Panasonic
4#3299,8.5,4,3299,0.929418926,DMC-FX36,Panasonic
11#3218,8.5,11,3218,0.929418926,PENTAXOptioMX4,PENTAXCorporation
73#2661,8.5,73,2661,0.929418926,CaplioRX,RICOH
7#3037,8.5,7,3037,0.929418926,DCR-PC101E,Sony
7#3335,8.5,7,3335,0.929418926,DCR-SR290E,Sony
203#2437,8.5,203,2437,0.929418926,Spca533,Sunplus
71#706,8.5,71,706,0.929418926,CamileoX200,TOSHIBACORP.
7#3988,8.6,7,3988,0.934498451,DSC-W550,Sony
97#3209,8.666666667,97,3209,0.937852093,6MP9W4,CAMERA
14#992,8.666666667,14,992,0.937852093,CanonPowerShotSX280HS,Canon
14#1666,8.666666667,14,1666,0.937852093,CanonIXY200F,Canon
14#3843,8.666666667,14,3843,0.937852093,CanonPowerShotA2400IS,Canon
39#3041,8.666666667,39,3041,0.937852093,HPPhotosmartM540,Hewlett-Packard
73#3112,8.666666667,73,3112,0.937852093,CaplioR1V,RICOH
5#3595,8.666666667,5,3595,0.937852093,SAMSUNGES73/VLUUES73/SA,SAMSUNG
74#3045,8.666666667,74,3045,0.937852093,HD1A,SANYOElectricCo.Ltd.
7#3396,8.666666667,7,3396,0.937852093,DSC-W275,Sony
24#2834,8.75,24,2834,0.942008053,FinePixF440,FUJIFILM
41#1756,8.75,41,1756,0.942008053,DiMAGEX31,KONICAMINOLTA
30#201,8.75,30,201,0.942008053,AZ-1,OLYMPUSCORPORATION
5#3673,8.75,5,3673,0.942008053,SAMSUNGPL120PL121/VLUUPL,SAMSUNG
9#2458,8.8,9,2458,0.944482672,TG-830,OLYMPUSIMAGINGCORP.
4#187,8.8,4,187,0.944482672,DMC-FT20,Panasonic
4#2531,8.8,4,2531,0.944482672,DMC-FS45,Panasonic
67#2146,8.8,67,2146,0.944482672,DC120,Traveler
91#3101,8.833333333,91,3101,0.946124619,SO905iCS,DoCoMo
4#1499,8.833333333,4,1499,0.946124619,DMC-TZ60,Panasonic
4#3442,8.833333333,4,3442,0.946124619,DMC-TZ65,Panasonic
51#1608,8.857142857,51,1608,0.947293649,ND-4020DigitalCamera,DigitalCamera
8#2504,8.857142857,8,2504,0.947293649,COOLPIXS2500,Nikon
14#1486,8.875,14,1486,0.948168362,CanonPowerShotA3400IS,Canon
7#3960,8.875,7,3960,0.948168362,HDR-CX160,Sony
239#2907,9,239,2907,0.954242509,AirisPhotostar3702,AirisPhotostar3702
150#3052,9,150,3052,0.954242509,PENTAXOptio430RS,AsahiOpticalCo.Ltd.
150#3106,9,150,3106,0.954242509,PENTAXOptio330RS,AsahiOpticalCo.Ltd.
95#3260,9,95,3260,0.954242509,DCE30,BenQ
97#1806,9,97,1806,0.954242509,Camera,CAMERA
14#3190,9,14,3190,0.954242509,CanonDC10,Canon
14#3398,9,14,3398,0.954242509,CanonIXYDIGITAL20IS,Canon
255#3170,9,255,3170,0.954242509,DC1070,DigiCam
304#3879,9,304,3879,0.954242509,FS561,DNINE
213#1270,9,213,1270,0.954242509,DSC,DSC
236#2866,9,236,2866,0.954242509,Cameras,DSCimg
268#3283,9,268,3283,0.954242509,DV5100,DV5100M
18#1887,9,18,1887,0.954242509,KODAKZ1275ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
18#1914,9,18,1914,0.954242509,KODAKP712ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
24#1046,9,24,1046,0.954242509,FinePix50i,FUJIFILM
24#2312,9,24,2312,0.954242509,DigitalQ1,FUJIFILM
24#2647,9,24,2647,0.954242509,DigitalQ13M,FUJIFILM
24#2711,9,24,2711,0.954242509,FinePix40i,FUJIFILM
24#3009,9,24,3009,0.954242509,MX-600ZOOM,FUJIFILM
24#3480,9,24,3480,0.954242509,FinePix4500,FUJIFILM
157#3445,9,157,3445,0.954242509,A950,GEDSCIMAGINGCORP.
39#1166,9,39,1166,0.954242509,HPPhotoSmartC935(V03.67),Hewlett-Packard
39#1480,9,39,1480,0.954242509,HPPhotoSmartR725(V01.00),Hewlett-Packard
107#3008,9,107,3008,0.954242509,iPAQrx3000,HP
325#4259,9,325,4259,0.954242509,FS355N,IMAGE
295#3719,9,295,3719,0.954242509,CyberPixE520S,KobianPteLtd.
137#2527,9,137,2527,0.954242509,DigitalRevioKD-100,Konica
109#2822,9,109,2822,0.954242509,FC-S3x,KYOCERA
62#932,9,62,932,0.954242509,D-LUX4,LEICA
62#2630,9,62,2630,0.954242509,D-LUX,LEICA
8#1935,9,8,1935,0.954242509,D90,Nikon
9#685,9,9,685,0.954242509,u-miniDStylusV,OLYMPUSIMAGINGCORP.
9#1831,9,9,1831,0.954242509,u-miniSStylusVS,OLYMPUSIMAGINGCORP.
9#3890,9,9,3890,0.954242509,uTough-3000,OLYMPUSIMAGINGCORP.
9#3959,9,9,3959,0.954242509,FE5030X965X960,OLYMPUSIMAGINGCORP.
9#4242,9,9,4242,0.954242509,XZ-10,OLYMPUSIMAGINGCORP.
202#3033,9,202,3033,0.954242509,DS6639,OregonScientific
4#1599,9,4,1599,0.954242509,DMC-FT10,Panasonic
4#2106,9,4,2106,0.954242509,DMC-LC20,Panasonic
139#2365,9,139,2365,0.954242509,5MPDigitalCamera,Polaroid
73#2864,9,73,2864,0.954242509,CaplioRR630,RICOH
73#3551,9,73,3551,0.954242509,CX3,RICOH
5#2707,9,5,2707,0.954242509,Digimax202,SAMSUNG
26#1064,9,26,1064,0.954242509,NV24HDVLUUNV24HDLANDIAO,SamsungTechwin
26#3344,9,26,3344,0.954242509,VLUUL210/SamsungL210,SamsungTechwin
25#2802,9,25,2802,0.954242509,SamsungL700,SAMSUNGTECHWINCO.LTD.
7#1800,9,7,1800,0.954242509,DSC-W115,Sony
7#2652,9,7,2652,0.954242509,DCR-TRV340E,Sony
7#3216,9,7,3216,0.954242509,DCR-TRV330,Sony
79#771,9,79,771,0.954242509,DC7900,Supra
75#2922,9,75,2922,0.954242509,ViviCam3945S,Vivitar
178#2912,9,178,2912,0.954242509,Vivicam3780s,VivitarCorporation
99#1072,9,99,1072,0.954242509,TDC5010,YASHICA
48#2254,9.142857143,48,2254,0.961081934,EX-Z270,CASIOCOMPUTERCO.LTD.
18#249,9.142857143,18,249,0.961081934,KODAKDC3400ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
18#374,9.142857143,18,374,0.961081934,KODAKDC280ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
73#2116,9.166666667,73,2116,0.962211439,CaplioG4,RICOH
5#4082,9.166666667,5,4082,0.962211439,WB2000,SAMSUNG
14#817,9.2,14,817,0.963787827,CanonPowerShotA400,Canon
14#2023,9.25,14,2023,0.966141733,CanonIXYDIGITAL50,Canon
4#647,9.25,4,647,0.966141733,DMC-LS6,Panasonic
4#3352,9.25,4,3352,0.966141733,DMC-FX550,Panasonic
166#4214,9.333333333,166,4214,0.970036777,SELECTA16,AGFAPHOTO
43#1786,9.333333333,43,1786,0.970036777,EX-S100,CASIOCOMPUTERCO.LTD
24#2057,9.333333333,24,2057,0.970036777,FinePixS3300,FUJIFILM
39#1200,9.333333333,39,1200,0.970036777,PhotosmartM307,Hewlett-Packard
9#2940,9.333333333,9,2940,0.970036777,FE270X815C510,OLYMPUSIMAGINGCORP.
9#3118,9.333333333,9,3118,0.970036777,u740S740,OLYMPUSIMAGINGCORP.
7#1707,9.333333333,7,1707,0.970036777,HDR-XR160E,Sony
75#3476,9.333333333,75,3476,0.970036777,ViviCam5388,Vivitar
4#1869,9.357142857,4,1869,0.97114326,HDC-TM80,Panasonic
4#3015,9.4,4,3015,0.973127854,DMC-LS60,Panasonic
73#2651,9.428571429,73,2651,0.974445896,CaplioGX,RICOH
24#1796,9.444444444,24,1796,0.975176416,FinePixE500,FUJIFILM
24#2642,9.444444444,24,2642,0.975176416,FinePixE510,FUJIFILM
7#60,9.444444444,7,60,0.975176416,DSC-S600,Sony
7#730,9.444444444,7,730,0.975176416,DSC-S40,Sony
7#1150,9.444444444,7,1150,0.975176416,DSC-L1,Sony
167#4119,9.5,167,4119,0.977723605,DCE146X,BenQCorporation
14#789,9.5,14,789,0.977723605,CanonPowerShotS10,Canon
14#3245,9.5,14,3245,0.977723605,CanonELURA65,Canon
14#4230,9.5,14,4230,0.977723605,CanonPowerShotA2600,Canon
48#3640,9.5,48,3640,0.977723605,EX-Z2,CASIOCOMPUTERCO.LTD.
39#2191,9.5,39,2191,0.977723605,HPPhotoSmartR727(V01.00),Hewlett-Packard
